"Study","Year","Date","Site","Treatment","Cage","Tag","Fullness","Digestion","Total Contents Weight","Taxon","Count","Taxa Weight","Comments"
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","2","S2C2N3",4,5,0.0013,"Eucyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","2","S2C2N3",4,5,0.0013,"Sinocalanus doerrii adult",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","2","S2C2N3",4,5,0.0013,"Animal parts",NA,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","2","S2C2N5",1,1,0,"Empty",0,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","2","S2C2N6",2,5,0,"Daphnia",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","2","S2C2N6",2,5,0,"Eucyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","2","S2C2N6",2,5,0,"Animal parts",NA,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","2","S2C2N9",2,5,0,"Diaptomidae adult",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","2","S2C2N9",2,5,0,"Daphnia",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","3","S2C3N1",1,1,0,"Empty",0,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","3","S2C3N2",2,5,0,"Daphnia",5,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","3","S2C3N2",2,5,0,"Ceriodaphnia",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","3","S2C3N4",1,1,0,"Empty",0,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","3","S2C3N5",1,1,0,"Empty",0,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","3","S2C3N6",2,3,0,"Daphnia",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","3","S2C3N6",2,3,0,"Cyclopoida",2,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","4","S2C4N2",1,1,0,"Empty",0,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","4","S2C4N4",4,5,0,"Daphnia",8,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","4","S2C4N4",4,5,0,"Eucyclops",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","4","S2C4N4",4,5,0,"Acanthocyclops adult",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","4","S2C4N4",4,5,0,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","4","S2C4N5",4,5,9e-04,"Harpacticoida",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","4","S2C4N5",4,5,9e-04,"Eucyclops adult",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","4","S2C4N5",4,5,9e-04,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","4","S2C4N5",4,5,9e-04,"Copepoda",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","4","S2C4N5",4,5,9e-04,"Daphnia",8,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","4","S2C4N6",2,5,0,"Acanthocyclops adult",3,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","4","S2C4N6",2,5,0,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","4","S2C4N6",2,5,0,"Harpacticoida",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","4","S2C4N6",2,5,0,"Daphnia",4,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","4","S2C4N7",2,4,0,"Daphnia",9,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","4","S2C4N7",2,4,0,"Diacyclops thomasi",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","4","S2C4N7",2,4,0,"Amphipoda parts",NA,NA,"antenna one and two"
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","5","S2C5N1",2,5,0,"Daphnia",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","5","S2C5N1",2,5,0,"Diacyclops thomasi",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","5","S2C5N3",1,1,0,"Empty",0,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","5","S2C5N7",3,5,6e-04,"Daphnia",13,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","5","S2C5N8",2,5,0,"Daphnia",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","5","S2C5N8",2,5,0,"Leydigia",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","5","S2C5N9",1,1,0,"Empty",0,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N3",4,5,0.0099,"Unidentified eggs",29,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N3",4,5,0.0099,"Daphnia",6,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N3",4,5,0.0099,"Nematoda",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N3",4,5,0.0099,"Calanoida",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N3",4,5,0.0099,"Plant material",NA,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Chydoridae",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Simocephalus",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Acanthocyclops copepodid",3,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Diacyclops thomasi copepodid",5,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Eucyclops adult",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Bosmina",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Unidentified eggs",3,NA,"fish?"
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N4",4,5,7e-04,"Daphnia",3,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N5",3,5,0.001,"Eucyclops adult",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N5",3,5,0.001,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N5",3,5,0.001,"Unidentified eggs",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N5",3,5,0.001,"Plant material",NA,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N5",3,5,0.001,"Acanthocyclops adult",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N5",3,5,0.001,"Diacyclops thomasi copepodid",5,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N5",3,5,0.001,"Acanthocyclops copepodid",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N5",3,5,0.001,"Daphnia",10,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N6",2,2,0,"Gammaridae",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N7",4,5,0.0012,"Daphnia",16,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N7",4,5,0.0012,"Crangonyx",2,NA,"accessory flagellum present"
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N7",4,5,0.0012,"Sinocalanus doerrii adult",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N7",4,5,0.0012,"Diaptomidae adult",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N7",4,5,0.0012,"Acanthocyclops copepodid",6,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N7",4,5,0.0012,"Diacyclops thomasi adult",4,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N7",4,5,0.0012,"Diacyclops thomasi copepodid",5,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","6","S2C6N7",4,5,0.0012,"Graptoleberis",1,NA,"Graptoleberis testudinaria? Only one official species listed"
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N10",2,5,0,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N2",2,4,7e-04,"Simocephalus",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N2",2,4,7e-04,"Acanthocyclops adult",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N2",2,4,7e-04,"Acanthocyclops copepodid",6,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N2",2,4,7e-04,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N2",2,4,7e-04,"Daphnia",6,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N2",2,4,7e-04,"Animal parts",NA,NA,"could not fit into any category, very digested"
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N2",2,4,7e-04,"Cyclopoida",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N6",2,5,6e-04,"Bosmina",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N6",2,5,6e-04,"Eurytemora carolleeae adult",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N6",2,5,6e-04,"Simocephalus",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N6",2,5,6e-04,"Acanthocyclops adult",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N6",2,5,6e-04,"Acanthocyclops copepodid",6,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N6",2,5,6e-04,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N6",2,5,6e-04,"Daphnia",12,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N7",2,5,3e-04,"Bosmina",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N7",2,5,3e-04,"Daphnia",3,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N7",2,5,3e-04,"Simocephalus",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N7",2,5,3e-04,"Acanthocyclops adult",3,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N7",2,5,3e-04,"Acanthocyclops copepodid",6,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N7",2,5,3e-04,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N7",2,5,3e-04,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","7","S2C7N8",2,5,0,"Plant material",NA,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N1",2,5,0,"Daphnia",3,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Daphnia",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Ceriodaphnia",3,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Cyclopoida",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Bosmina",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Acanthocyclops adult",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Acanthocyclops copepodid",6,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Diacyclops thomasi copepodid",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N10",3,5,0,"Eucyclops adult",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N2",2,5,0,"Daphnia",11,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N2",2,5,0,"Harpacticoida",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N2",2,5,0,"Diaptomidae adult",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N2",2,5,0,"Acanthocyclops copepodid",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N2",2,5,0,"Plant material",NA,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Ostracoda",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Bosmina",4,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Ceriodaphnia",2,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Daphnia",16,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Macrocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Acanthocyclops adult",3,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Acanthocyclops copepodid",3,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Diacyclops thomasi adult",6,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N3",2,5,5e-04,"Diacyclops thomasi copepodid",3,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N9",3,5,0.0029,"Unidentified eggs",7,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","8","S2C8N9",3,5,0.0029,"Daphnia",6,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","FCCL Control","S2CDN10",2,1,5e-04,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","FCCL Control","S2CDN4",3,5,0.005,"Unidentified eggs",24,NA,"fish?"
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","FCCL Control","S2CDN5",2,3,6e-04,"Copepod nauplii",18,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","FCCL Control","S2CDN5",2,3,6e-04,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","FCCL Control","S2CDN6",1,1,0,"Empty",0,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Dry","FCCL Control","S2CDN8",2,1,0.0012,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","FCCL Control","S2CLN4",4,4,0.0043,"Copepod nauplii",29,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","FCCL Control","S2CLN4",4,4,0.0043,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","FCCL Control","S2CLN5",4,4,0.0118,"Copepod nauplii",79,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","FCCL Control","S2CLN5",4,4,0.0118,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","FCCL Control","S2CLN7",2,2,0,"Copepod nauplii",1,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","FCCL Control","S2CLN7",2,2,0,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","FCCL Control","S2CLN8",5,2,0.011,"Copepod nauplii",63,NA,NA
"Feeding Study",2022,2022-02-15,"Rio Vista","Live","FCCL Control","S2CLN8",5,2,0.011,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N10",2,5,8e-04,"Eurytemora carolleeae adult",2,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N10",2,5,8e-04,"Bosmina",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N10",2,5,8e-04,"Daphnia",10,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N10",2,5,8e-04,"Acanthocyclops adult",5,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N10",2,5,8e-04,"Acanthocyclops copepodid",19,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N10",2,5,8e-04,"Diacyclops thomasi adult",9,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N10",2,5,8e-04,"Diacyclops thomasi copepodid",8,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Osphranticum labronectum adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Eurytemora carolleeae adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Gammaridae juvenile",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Amphipoda parts",NA,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Halicyclops adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Acanthocyclops adult",3,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Acanthocyclops copepodid",4,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Diacyclops thomasi adult",7,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Diacyclops thomasi copepodid",6,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Eucyclops adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Ceriodaphnia",3,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N5",3,5,0.0017,"Daphnia",15,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N7",2,5,0,"Diacyclops thomasi",2,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N7",2,5,0,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N7",2,5,0,"Daphnia",6,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N8",2,5,0,"Macrocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N8",2,5,0,"Daphnia",12,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N8",2,5,0,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N8",2,5,0,"Acanthocyclops copepodid",2,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N8",2,5,0,"Calanoida",1,NA,"no full body"
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N8",2,5,0,"Cyclopoida",5,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N9",2,5,0,"Macrocyclops adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N9",2,5,0,"Acanthocyclops adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N9",2,5,0,"Acanthocyclops copepodid",2,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N9",2,5,0,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N9",2,5,0,"Diacyclops thomasi copepodid",2,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N9",2,5,0,"Eucyclops adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","1","S3C1N9",2,5,0,"Daphnia",13,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N1",2,6,0,"Simocephalus",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N5",2,2,0,"Daphnia",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N5",2,2,0,"Plant material",NA,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N6",3,5,0.0018,"Ceriodaphnia",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N6",3,5,0.0018,"Daphnia",23,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N6",3,5,0.0018,"Acanthocyclops adult",7,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N6",3,5,0.0018,"Acanthocyclops copepodid",13,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N6",3,5,0.0018,"Diacyclops thomasi adult",10,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N6",3,5,0.0018,"Diacyclops thomasi copepodid",2,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N6",3,5,0.0018,"Eucyclops adult",3,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N6",3,5,0.0018,"Diaptomidae copepodid",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N6",3,5,0.0018,"Pseudodiaptomus forbesi adult",3,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N6",3,5,0.0018,"Eurytemora carolleeae adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N6",3,5,0.0018,"Gammaridae juvenile",2,NA,"Eogammerus"
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N8",2,4,0.0015,"Sinocalanus doerrii adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N8",2,4,0.0015,"Gammaridae juvenile",2,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N8",2,4,0.0015,"Eurytemora carolleeae adult",3,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N8",2,4,0.0015,"Halicyclops adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N8",2,4,0.0015,"Acanthocyclops adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N8",2,4,0.0015,"Acanthocyclops copepodid",3,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N8",2,4,0.0015,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N8",2,4,0.0015,"Daphnia",16,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N8",2,4,0.0015,"Animal parts",NA,NA,"digested"
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N9",3,5,0.0017,"Eurytemora carolleeae adult",2,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N9",3,5,0.0017,"Ostracoda",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N9",3,5,0.0017,"Bosmina",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N9",3,5,0.0017,"Unidentified eggs",5,NA,"maybe fish? They look like fish eggs but cannot be sure.  Same for the rest of the samples labeled eggs"
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N9",3,5,0.0017,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N9",3,5,0.0017,"Diacyclops thomasi copepodid",2,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","2","S3C2N9",3,5,0.0017,"Daphnia",8,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","3","S3C3N10",2,5,4e-04,"Daphnia",9,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","3","S3C3N10",2,5,4e-04,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","3","S3C3N10",2,5,4e-04,"Ceriodaphnia",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","3","S3C3N10",2,5,4e-04,"Acanthocyclops adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","3","S3C3N10",2,5,4e-04,"Simocephalus",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","3","S3C3N10",2,5,4e-04,"Gammaridae",2,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","3","S3C3N10",2,5,4e-04,"Cyclopoida",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","3","S3C3N3",3,5,0.001,"Pseudodiaptomus forbesi adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","3","S3C3N3",3,5,0.001,"Simocephalus",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","3","S3C3N3",3,5,0.001,"Sinocalanus doerrii adult",3,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","3","S3C3N3",3,5,0.001,"Eurytemora carolleeae adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","3","S3C3N3",3,5,0.001,"Calanoida",2,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Dry","3","S3C3N3",3,5,0.001,"Cyclopoida",1,NA,NA
